,Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry,Reduced Name
3973,TCP,TC PipeLines LP Common Units representing Limited Partner Interests,$29.45,2155928362.0,618862,Public Utilities,Natural Gas Distribution,Tc Pipelines
3974,TCPC,BlackRock TCP Capital Corp. Common Stock,$11.24,649304047.0,329632,,,Blackrock Tcp Capital
3975,TCRR,TCR2 Therapeutics Inc. Common Stock,$30.93,1033746450.0,606404,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Tcr2 Therapeutics
3976,TCS,Container Store (The) Common Stock,$9.54,482295635.0,1417419,Consumer Services,Home Furnishings,Container Store
3977,TCX,Tucows Inc. Class A Common Stock,$73.89,783697069.0,39033,Technology,EDP Services,Tucows
3978,TD,Toronto Dominion Bank (The) Common Stock,$56.42,102000000000.0,1305944,Finance,Commercial Banks,Toronto Dominion Bank
3979,TDAC,Trident Acquisitions Corp. Common Stock,$11.96,143133931.0,332827,Finance,Business Services,Trident Acquisitions
3980,TDC,Teradata Corporation Common Stock,$22.47,2455971000.0,708275,Technology,Computer Software: Prepackaged Software,Teradata
3981,TDF,Templeton Dragon Fund Inc. Common Stock,$23.36,789664780.0,572643,,,Templeton Dragon Fund
3982,TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,$618.85,33687645576.0,180344,Capital Goods,Military/Government/Technical,Transdigm Group Incorporated Transdigm Group
3983,TDOC,Teladoc Health Inc. Common Stock,$199.96,28986351170.0,1923984,Health Care,Medical/Nursing Services,Teladoc Health
3984,TDS,Telephone and Data Systems Inc. Common Shares,$18.57,2123017107.0,893793,Public Utilities,Telecommunications Equipment,Telephone And Data Systems
3985,TDW,Tidewater Inc. Common Stock,$8.64,350323030.0,104864,Consumer Services,Marine Transportation,Tidewater
3986,TDY,Teledyne Technologies Incorporated Common Stock,$391.98,14456898566.0,155396,Capital Goods,Industrial Machinery/Components,Teledyne Technologies Incorporated
3987,TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,$13.06,176192460.0,99915,,,Tortoise Essential Assets Income Term Fund Of Beneficial Interest
3988,TEAM,Atlassian Corporation Plc Class A Ordinary Shares,$233.87,58280865659.0,711571,Technology,Computer Software: Prepackaged Software,Atlassian
3989,TECH,Bio-Techne Corp Common Stock,$317.55,12260385438.0,76832,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bio-Techne
3990,TECK,Teck Resources Ltd Ordinary Shares,$18.15,9639434853.0,2274441,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Teck Resources
3991,TEDU,Tarena International Inc. American Depositary Shares,$3.04,164754241.0,151059,Consumer Services,Other Consumer Services,Tarena International
3992,TEF,Telefonica SA Common Stock,$4.04,21213535149.0,1400218,Public Utilities,Telecommunications Equipment,Telefonica Sa
3993,TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,$7.77,372947708.0,328091,,,Templeton Emerging Markets Income Fund
3994,TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,$10.08,324446781.0,37114,Finance,Business Services,Tekkorp Digital Acquisition
3995,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$121.07,40043003434.0,760013,Technology,Electronic Components,Te Connectivity New Switzerland Registered Shares
3996,TELA,TELA Bio Inc. Common Stock,$15.04,217061566.0,15187,Health Care,Medical/Dental Instruments,Tela Bio
3997,TEN,Tenneco Inc. Class A Voting Common Stock,$10.60,863178076.0,499780,Capital Goods,Auto Parts:O.E.M.,Tenneco
3998,TENB,Tenable Holdings Inc. Common Stock,$52.26,5388809288.0,492534,Technology,Computer Software: Prepackaged Software,Tenable Holdings
3999,TEO,Telecom Argentina SA,$6.56,5643410422.0,596105,Public Utilities,Telecommunications Equipment,Telecom Argentina Sa
4000,TER,Teradyne Inc. Common Stock,$119.89,19908433099.0,699841,Capital Goods,Electrical Products,Teradyne
4001,TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$9.65,10576125515.0,8103730,Health Care,Major Pharmaceuticals,Teva Pharmaceutical Industries
4002,TEX,Terex Corporation Common Stock,$34.89,2417877000.0,351493,Capital Goods,Construction/Ag Equipment/Trucks,Terex
4003,TFC,Truist Financial Corporation Common Stock,$47.93,64615310886.0,3559589,Finance,Major Banks,Truist Financial
4004,TFFP,TFF Pharmaceuticals Inc. Common Stock,$14.32,318280387.0,294790,Health Care,Major Pharmaceuticals,Tff Pharmaceuticals
4005,TFII,TFI International Inc. Common Shares,$51.58,4815636461.0,81293,,,Tfi International
4006,TFSL,TFS Financial Corporation Common Stock,$17.63,4939044606.0,73214,Finance,Savings Institutions,Tfs Financial
4007,TFX,Teleflex Incorporated Common Stock,$411.57,19165462893.0,107421,Health Care,Medical/Dental Instruments,Teleflex Incorporated
4008,TG,Tredegar Corporation Common Stock,$16.70,559412726.0,228191,Capital Goods,Metal Fabrications,Tredegar
4009,TGH,Textainer Group Holdings Limited Common Shares,$19.18,977180473.0,147237,Technology,Diversified Commercial Services,Textainer
4010,TGI,Triumph Group Inc. Common Stock,$12.56,690293317.0,516744,Capital Goods,Aerospace,Triumph Group
4011,TGLS,Tecnoglass Inc. Ordinary Shares,$6.91,329432681.0,38837,Consumer Durables,Electronic Components,Tecnoglass
4012,TGNA,TEGNA Inc,$13.95,3058419692.0,1097038,Consumer Services,Broadcasting,Tegna Inc
4013,TGP,Teekay LNG Partners L.P.,$11.46,996393310.0,196970,Consumer Services,Marine Transportation,Teekay Lng Partners
4014,TGS,Transportadora de Gas del Sur SA TGS Common Stock,$5.20,785834473.0,758321,Public Utilities,Natural Gas Distribution,Transportadora De Gas Del Sur Sa Tgs
4015,TGT,Target Corporation Common Stock,$176.53,88401482581.0,2571328,Consumer Services,Department/Specialty Retail Stores,Target
4016,TGTX,TG Therapeutics Inc. Common Stock,$52.02,7168886344.0,885365,Health Care,Major Pharmaceuticals,Tg Therapeutics
4017,THBR,Thunder Bridge Acquisition II Ltd. Class A Ordinary Shares,$13.22,570112500.0,3468239,Finance,Business Services,Thunder Bridge Acquisition Ii
4018,THC,Tenet Healthcare Corporation Common Stock,$39.93,4213295647.0,605053,Health Care,Hospital/Nursing Management,Tenet Healthcare
4019,THCA,Tuscan Holdings Corp. II Common Stock,$11.01,242082375.0,518058,Finance,Business Services,Tuscan Holdings Ii
4020,THCB,Tuscan Holdings Corp. Common Stock,$17.10,606773014.0,2899747,Finance,Business Services,Tuscan Holdings
4021,THFF,First Financial Corporation Indiana Common Stock,$38.85,532809257.0,21959,Finance,Major Banks,First Financial
4022,THG,Hanover Insurance Group Inc,$116.92,4253990038.0,143755,Finance,Property-Casualty Insurers,Hanover Insurance Group Inc
4023,THO,Thor Industries Inc. Common Stock,$92.99,5148506751.0,810880,Consumer Non-Durables,Homebuilding,Thor Industries
4024,THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,$20.38,842518310.0,96813,,,Tekla Healthcare Opportunies Fund Shares Of Beneficial Interest
4025,THR,Thermon Group Holdings Inc. Common Stock,$15.63,518610465.0,43898,Energy,Industrial Machinery/Components,Thermon
4026,THRM,Gentherm Inc Common Stock,$65.22,2132060062.0,137725,Capital Goods,Auto Parts:O.E.M.,Gentherm
4027,THRY,Thryv Holdings Inc. Common Stock,$13.50,419402327.0,53244,Consumer Services,Advertising,Thryv Holdings
4028,THS,Treehouse Foods Inc. Common Stock,$42.49,2401077183.0,867646,Consumer Non-Durables,Packaged Foods,Treehouse Foods
4029,THW,Tekla World Healthcare Fund Shares of Beneficial Interest,$15.83,477569761.0,94919,,,Tekla World Healthcare Fund Shares Of Beneficial Interest
4030,TIF,Tiffany & Co. Common Stock,$131.45,15959767769.0,1385750,Consumer Services,Consumer Specialties,Tiffany & Co.
4031,TIG,Trean Insurance Group Inc. Common Stock,$13.10,670049044.0,37843,Finance,Property-Casualty Insurers,Trean Insurance Group
4032,TIGO,Millicom International Cellular S.A. Common Stock,$38.78,3925043320.0,61303,Public Utilities,Telecommunications Equipment,Millicom International Cellular
4033,TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,$7.94,1119203797.0,10043117,Finance,Investment Bankers/Brokers/Service,Up Fintech Holdingamerican Depositary Share Representing Fifteen
4034,TILE,Interface Inc. Common Stock,$10.50,616029015.0,571113,Consumer Durables,Home Furnishings,Interface
4035,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$13.92,6739047965.0,115266,Public Utilities,Telecommunications Equipment,Tim
4036,TIPT,Tiptree Inc. Common Stock,$5.02,168847379.0,82209,Finance,Property-Casualty Insurers,Tiptree
4037,TISI,Team Inc. Common Stock,$10.90,333843914.0,127984,Consumer Services,Other Consumer Services,Team
4038,TITN,Titan Machinery Inc. Common Stock,$19.55,440966516.0,88441,Consumer Services,Other Specialty Stores,Titan Machinery
4039,TJX,TJX Companies Inc. (The) Common Stock,$68.29,81991103692.0,4563859,Consumer Services,Clothing/Shoe/Accessory Stores,Tjx Companies
4040,TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$5.39,4706776951.0,168203,Public Utilities,Telecommunications Equipment,Turkcell Iletisim Hizmetleri As
4041,TKR,Timken Company (The) Common Stock,$77.36,5829554704.0,276404,Capital Goods,Metal Fabrications,Timken Company
4042,TLC,Taiwan Liposome Company Ltd. American Depository Shares,$4.43,186403179.0,28448,Health Care,Major Pharmaceuticals,Taiwan Liposome Company American Depository Shares
4043,TLK,PT Telekomunikasi Indonesia Tbk,$23.52,23299433344.0,211416,Public Utilities,Telecommunications Equipment,Pt Telekomunikasi Indonesia Tbk
4044,TLMD,SOC Telemed Inc. Class A Common Stock,$7.84,601907078.0,308954,Health Care,Misc Health and Biotechnology Services,Soc Telemed
4045,TLND,Talend S.A. American Depositary Shares,$38.34,1217806379.0,425030,Technology,Computer Software: Prepackaged Software,Talend
4046,TLRY,Tilray Inc. Class 2 Common Stock ,$8.26,1307200862.0,8200046,Consumer Durables,Specialty Chemicals,Tilray Class 2
4047,TLYS,Tilly's Inc. Common Stock,$8.16,243012528.0,153087,Consumer Services,Clothing/Shoe/Accessory Stores,Tilly'S
4048,TM,Toyota Motor Corporation Common Stock,$154.57,216000000000.0,160016,Capital Goods,Auto Manufacturing,Toyota Motor
4049,TMDX,TransMedics Group Inc. Common Stock,$19.90,540500219.0,178374,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Transmedics Group
4050,TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,$19.24,32275734324.0,6778632,Consumer Services,Broadcasting,Tencent Music Entertainment Group Each Representing Two
4051,TMHC,Taylor Morrison Home Corporation Common Stock,$25.65,3333040361.0,803563,Capital Goods,Homebuilding,Taylor Morrison Home
4052,TMO,Thermo Fisher Scientific Inc Common Stock,$465.78,185000000000.0,967358,Capital Goods,Industrial Machinery/Components,Thermo Fisher Scientific
4053,TMP,Tompkins Financial Corporation Common Stock,$70.60,1054137990.0,23137,Finance,Major Banks,Tompkins Financial
4054,TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,$10.00,126342500.0,1162,Finance,Business Services,Turmeric Acquisition
4055,TMST,TimkenSteel Corporation Common Shares,$4.67,210859653.0,217476,Basic Industries,Steel/Iron Ore,Timkensteel
4056,TMTS,Spartacus Acquisition Corporation Class A Common Stock,$10.06,251500000.0,118743,Finance,Business Services,Spartacus Acquisition
4057,TMUS,T-Mobile US Inc. Common Stock,$134.85,167000000000.0,2080626,Public Utilities,Telecommunications Equipment,T-Mobile Us
4058,TMX,Terminix Global Holdings Inc. Common Stock,$51.01,6738799443.0,367528,Consumer Services,Other Consumer Services,Terminix Global Holdings
4059,TNAV,Telenav Inc. Common Stock,$4.70,225508604.0,227362,Capital Goods,Industrial Machinery/Components,Telenav
4060,TNC,Tennant Company Common Stock,$70.17,1296263602.0,52440,Technology,Industrial Machinery/Components,Tennant Company
4061,TNDM,Tandem Diabetes Care Inc. Common Stock,$95.68,5950780189.0,374494,Health Care,Medical/Dental Instruments,Tandem Diabetes Care
4062,TNET,TriNet Group Inc. Common Stock,$80.60,5370675898.0,218327,Miscellaneous,Business Services,Trinet Group
4063,TNK,Teekay Tankers Ltd.,$11.01,371037000.0,329372,Consumer Services,Marine Transportation,Teekay Tankers
4064,TNP,Tsakos Energy Navigation Ltd Common Shares,$8.03,150811823.0,211798,Transportation,Marine Transportation,Tsakos Energy Navigation
4065,TOL,Toll Brothers Inc. Common Stock,$43.47,5426707860.0,1612867,Capital Goods,Homebuilding,Toll Brothers
4066,TOT,Total SE,$41.91,110000000000.0,1482966,Energy,Oil & Gas Production,Total Se
4067,TOWN,TowneBank Common Stock,$23.48,1705935244.0,229477,,,Townebank
4068,TPB,Turning Point Brands Inc. Common Stock,$44.56,853951405.0,83492,Consumer Non-Durables,Tobacco,Turning Point Brands
4069,TPC,Tutor Perini Corporation Common Stock,$12.95,658212305.0,408876,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,Tutor Perini
4070,TPCO,Tribune Publishing Company Common Stock,$13.70,500500114.0,456958,Consumer Services,Newspapers/Magazines,Tribune Publishing Company
4071,TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,$25.87,1131812500.0,1124336,Finance,Business Services,Tpg Pace Beneficial Finance
4072,TPH,TRI Pointe Group Inc. Common Stock,$17.25,2187734597.0,1088927,Capital Goods,Homebuilding,Tri Pointe Group
4073,TPIC,TPI Composites Inc. Common Stock,$52.78,1886399213.0,372968,Energy,Industrial Machinery/Components,Tpi Composites
4074,TPL,Texas Pacific Land Trust Common Stock,$727.00,5638725412.0,12498,Energy,Oil & Gas Production,Texas Pacific Land Trust
4075,TPR,Tapestry Inc. Common Stock,$31.08,8621761417.0,2633338,Consumer Non-Durables,Apparel,Tapestry
4076,TPRE,Third Point Reinsurance Ltd. Common Shares,$9.52,909440697.0,199313,Finance,Property-Casualty Insurers,Third Point Reinsurance
4077,TPTX,Turning Point Therapeutics Inc. Common Stock,$121.85,5869812667.0,130479,Health Care,Major Pharmaceuticals,Turning Point Therapeutics
4078,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$13.04,401993234.0,178385,,,Triplepoint Venture Growth Bdc
4079,TPX,Tempur Sealy International Inc. Common Stock,$27.00,5571557568.0,1527093,Consumer Durables,Home Furnishings,Tempur Sealy International
4080,TR,Tootsie Roll Industries Inc. Common Stock,$29.70,1970917126.0,207745,Consumer Non-Durables,Specialty Foods,Tootsie Roll Industries
4081,TRC,Tejon Ranch Co Common Stock,$14.45,379122511.0,73155,Finance,Real Estate,Tejon Ranch Co
4082,TREB,Trebia Acquisition Corp. Class A Ordinary Shares,$10.79,697978125.0,144594,Finance,Business Services,Trebia Acquisition
4083,TREC,Trecora Resources Common Stock,$6.99,173472179.0,52333,Energy,Integrated oil Companies,Trecora Resources
4084,TREE,LendingTree Inc. Common Stock,$273.79,3594085958.0,215839,Finance,Finance: Consumer Services,Lendingtree
4085,TREX,Trex Company Inc. Common Stock,$83.72,9693703128.0,568329,Basic Industries,Forest Products,Trex Company
4086,TRGP,Targa Resources Inc. Common Stock,$26.38,6041367451.0,1457428,Public Utilities,Natural Gas Distribution,Targa Resources
4087,TRHC,Tabula Rasa HealthCare Inc. Common Stock,$42.84,1020790578.0,177956,Miscellaneous,Business Services,Tabula Rasa Healthcare
4088,TRI,Thomson Reuters Corp Ordinary Shares,$81.89,40696692405.0,384223,Consumer Services,Publishing,Thomson Reuters
4089,TRIL,Trillium Therapeutics Inc. Common Shares,$14.71,1304548009.0,3742770,Health Care,Major Pharmaceuticals,Trillium Therapeutics
4090,TRIP,TripAdvisor Inc. Common Stock,$28.78,3871642422.0,2066201,Technology,Computer Software: Programming Data Processing,Tripadvisor
4091,TRIT,Triterras Inc. Class A Ordinary Shares,$11.03,917650435.0,4065389,Technology,EDP Services,Triterras
4092,TRMB,Trimble Inc. Common Stock,$66.77,16704227416.0,699174,Capital Goods,Industrial Machinery/Components,Trimble
4093,TRMD,TORM plc Class A Common Stock,$7.05,524256048.0,27237,Transportation,Marine Transportation,Torm
4094,TRMK,Trustmark Corporation Common Stock,$27.31,1732104524.0,233496,Finance,Major Banks,Trustmark
4095,TRN,Trinity Industries Inc. Common Stock,$26.39,3012723463.0,721236,Capital Goods,Railroads,Trinity Industries
4096,TRNO,Terreno Realty Corporation Common Stock,$58.51,4000478954.0,186691,Finance,Real Estate,Terreno Realty
4097,TRNS,Transcat Inc. Common Stock,$34.68,257833523.0,33100,Capital Goods,Electrical Products,Transcat
4098,TROW,T. Rowe Price Group Inc. Common Stock,$151.39,34279662652.0,619749,Finance,Investment Bankers/Brokers/Service,T. Rowe Price Group
4099,TROX,Tronox Holdings plc Ordinary Shares (UK),$14.62,2098810343.0,503405,Basic Industries,Major Chemicals,Tronox Holdings
4100,TRP,TC Energy Corporation Common Stock,$40.72,38279407790.0,1623203,Public Utilities,Natural Gas Distribution,Tc Energy
4101,TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,$12.42,2499294361.0,372639,Basic Industries,Precious Metals,Turquoise Hill Resources
4102,TRS,TriMas Corporation Common Stock,$31.67,1368939867.0,104964,Capital Goods,Industrial Specialties,Trimas
4103,TRST,TrustCo Bank Corp NY Common Stock,$6.67,643205822.0,282881,Finance,Major Banks,Trustco Bankny
4104,TRTN,Triton International Limited Common Shares,$48.51,3328131682.0,479460,Technology,Diversified Commercial Services,Triton International
4105,TRTX,TPG RE Finance Trust Inc. Common Stock,$10.62,815156802.0,314803,Consumer Services,Real Estate Investment Trusts,Tpg Re Finance Trust
4106,TRU,TransUnion Common Stock,$99.22,18881566000.0,649910,Finance,Finance: Consumer Services,Transunion
4107,TRUP,Trupanion Inc. Common Stock,$119.71,4694420946.0,262093,Health Care,Medical Specialities,Trupanion
4108,TRV,The Travelers Companies Inc. Common Stock,$140.37,35556950782.0,970233,Finance,Property-Casualty Insurers,The Travelers Companies
4109,TS,Tenaris S.A. American Depositary Shares,$15.95,9414781219.0,876683,Basic Industries,Steel/Iron Ore,Tenaris
4110,TSBK,Timberland Bancorp Inc. Common Stock,$24.26,201745990.0,8561,Finance,Banks,Timberland Bancorp
4111,TSC,TriState Capital Holdings Inc. Common Stock,$17.40,519038537.0,102961,Finance,Major Banks,Tristate Capital Holdings
4112,TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,$26.46,775959901.0,630,Finance,Major Banks,Tristate Capital Holdings Dep Shs Rep 1/40Th Int 6.75% Srs A Non-Cum Pfd
4113,TSCO,Tractor Supply Company Common Stock,$140.58,16377203649.0,713750,Consumer Services,RETAIL: Building Materials,Tractor Supply Company
4114,TSE,Trinseo S.A. Ordinary Shares,$51.21,1961870617.0,300291,Basic Industries,Major Chemicals,Trinseo
4115,TSEM,Tower Semiconductor Ltd. Ordinary Shares,$25.82,2769515684.0,134075,Technology,Semiconductors,Tower Semiconductor
4116,TSHA,Taysha Gene Therapies Inc. Common Stock,$26.54,1002188485.0,66519,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Taysha Gene Therapies
4117,TSI,TCW Strategic Income Fund Inc. Common Stock,$5.69,271688618.0,180246,,,Tcw Strategic Income Fund
4118,TSLA,Tesla Inc. Common Stock,$705.67,669000000000.0,49649928,Capital Goods,Auto Manufacturing,Tesla
4119,TSLX,Sixth Street Specialty Lending Inc. Common Stock,$20.75,1403283905.0,203697,,,Sixth Street Specialty Lending
4120,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$109.04,565000000000.0,4909503,Technology,Semiconductors,Taiwan Semiconductor Manufacturing Company
4121,TSN,Tyson Foods Inc. Common Stock,$64.44,23507911377.0,1906716,Consumer Non-Durables,Meat/Poultry/Fish,Tyson Foods
4122,TSQ,Townsquare Media Inc. Class A Common Stock,$6.66,126394779.0,26212,Consumer Services,Broadcasting,Townsquare Media
4123,TT,Trane Technologies plc,$145.16,34856533532.0,738789,Capital Goods,Auto Parts:O.E.M.,Trane Technologies Plc
4124,TTC,Toro Company (The) Common Stock,$94.84,10207462851.0,277290,Capital Goods,Tools/Hardware,Toro Company
4125,TTCF,Tattooed Chef Inc Class A Common Stock,$22.89,587137908.0,1958143,Consumer Non-Durables,Packaged Foods,Tattooed Chef
4126,TTD,The Trade Desk Inc. Class A Common Stock,$801.00,37618400295.0,789960,Technology,Computer Software: Programming Data Processing,The Trade Desk
4127,TTEC,TTEC Holdings Inc. Common Stock,$72.93,3408397990.0,70839,Technology,Professional Services,Ttec Holdings
4128,TTEK,Tetra Tech Inc. Common Stock,$115.78,6226345172.0,254494,Consumer Services,Military/Government/Technical,Tetra Tech
4129,TTGT,TechTarget Inc. Common Stock,$59.11,1660914571.0,383072,Miscellaneous,Business Services,Techtarget
4130,TTM,Tata Motors Ltd Tata Motors Limited,$12.60,9065641511.0,957963,Capital Goods,Auto Manufacturing,Tata Motorstata Motors
4131,TTMI,TTM Technologies Inc. Common Stock,$13.80,1472502248.0,1467337,Technology,Electrical Products,Ttm Technologies
4132,TTWO,Take-Two Interactive Software Inc. Common Stock,$207.79,23918815574.0,643956,Technology,Computer Software: Prepackaged Software,Take-Two Interactive Software
4133,TU,Telus Corporation Ordinary Shares,$19.80,25542000000.0,814603,Public Utilities,Telecommunications Equipment,Telus
4134,TUFN,Tufin Software Technologies Ltd. Ordinary Shares,$12.48,446744276.0,126883,Technology,EDP Services,Tufin Software Technologies
4135,TUP,Tupperware Brands Corporation Common Stock,$32.39,1592779189.0,802999,Consumer Non-Durables,Plastic Products,Tupperware Brands
4136,TUSK,Mammoth Energy Services Inc. Common Stock,$4.45,203656622.0,167425,Energy,Oilfield Services/Equipment,Mammoth Energy Services
4137,TV,Grupo Televisa S.A. Common Stock,$8.24,4647371264.0,790492,Consumer Services,Broadcasting,Grupo Televisa
4138,TVTX,Travere Therapeutics Inc. Common Stock,$27.26,1391417354.0,204356,Health Care,Major Pharmaceuticals,Travere Therapeutics
4139,TVTY,Tivity Health Inc. Common Stock,$19.59,952462783.0,501543,Health Care,Misc Health and Biotechnology Services,Tivity Health
4140,TW,Tradeweb Markets Inc. Class A Common Stock,$62.45,14218138944.0,434780,Finance,Investment Bankers/Brokers/Service,Tradeweb Markets
4141,TWCT,TWC Tech Holdings II Corp. Class A Common Stock,$10.53,789750000.0,368291,Finance,Business Services,Twc Tech Holdings Ii
4142,TWI,Titan International Inc. (DE) Common Stock,$4.86,298292128.0,253669,Basic Industries,Steel/Iron Ore,Titan International
4143,TWIN,Twin Disc Incorporated Common Stock,$7.85,106505660.0,45518,Technology,Industrial Machinery/Components,Twin Disc Incorporated
4144,TWLO,Twilio Inc. Class A Common Stock,$338.50,54323067975.0,1541752,Technology,Computer Software: Prepackaged Software,Twilio
4145,TWN,Taiwan Fund Inc. (The) Common Stock,$25.65,191519573.0,9057,,,Taiwan Fund
4146,TWND,Tailwind Acquisition Corp. Class A Common Stock,$10.39,434062646.0,144835,Finance,Business Services,Tailwind Acquisition
4147,TWNK,Hostess Brands Inc. Class A Common Stock,$14.64,1914622977.0,1483456,Consumer Non-Durables,Packaged Foods,Hostess Brands
4148,TWO,Two Harbors Investment Corp,$6.37,1743467522.0,2964266,Consumer Services,Real Estate Investment Trusts,Two Harbors Investment Corp
4149,TWOU,2U Inc. Common Stock,$40.01,2883475009.0,892806,Technology,Computer Software: Prepackaged Software,2U
4150,TWST,Twist Bioscience Corporation Common Stock,$141.29,6816035036.0,561832,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Twist Bioscience
4151,TWTR,Twitter Inc. Common Stock,$54.15,43068180353.0,4832261,Technology,Computer Software: Programming Data Processing,Twitter
4152,TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$29.08,5708627247.0,334579,Basic Industries,Steel/Iron Ore,Ternium Ternium
4153,TXG,10x Genomics Inc. Class A Common Stock,$141.60,15237125287.0,652831,Capital Goods,Biotechnology: Laboratory Analytical Instruments,10X Genomics
4154,TXN,Texas Instruments Incorporated Common Stock,$164.13,151000000000.0,2906171,Technology,Semiconductors,Texas Instruments Incorporated
4155,TXRH,Texas Roadhouse Inc. Common Stock,$78.16,5430753920.0,756049,Consumer Services,Restaurants,Texas Roadhouse
4156,TXT,Textron Inc. Common Stock,$48.33,11061525415.0,470929,Capital Goods,Aerospace,Textron
4157,TY,Tri Continental Corporation Common Stock,$29.47,1569597544.0,61810,,,Tri Continental
4158,TYG,Tortoise Energy Infrastructure Corporation Common Stock,$20.10,268018204.0,139459,,,Tortoise Energy Infrastructure
4159,TYL,Tyler Technologies Inc. Common Stock,$436.52,17603510611.0,284543,Technology,Computer Software: Prepackaged Software,Tyler Technologies
4160,TZOO,Travelzoo Common Stock,$9.44,106770469.0,23144,Consumer Services,Advertising,Travelzoo
4161,U,Unity Software Inc. Common Stock,$153.47,41556148185.0,714838,Technology,Computer Software: Prepackaged Software,Unity Software
4162,UA,Under Armour Inc. Class C Common Stock,$14.88,6765461596.0,1981656,Consumer Non-Durables,Apparel,Under Armour
4163,UAA,Under Armour Inc. Class A Common Stock,$17.17,7806651586.0,3206200,Consumer Non-Durables,Apparel,Under Armour
4164,UAL,United Airlines Holdings Inc. Common Stock,$43.25,12657646681.0,12683975,Transportation,Air Freight/Delivery Services,United Airlines Holdings
4165,UAN,CVR Partners LP Common Units representing Limited Partner Interests,$16.02,177804330.0,74230,Basic Industries,Agricultural Chemicals,Cvr Partners
4166,UAVS,AgEagle Aerial Systems Inc. Common Stock,$6.00,347882262.0,3128743,Capital Goods,Aerospace,Ageagle Aerial Systems
4167,UBA,Urstadt Biddle Properties Inc. Common Stock,$14.13,566145467.0,177475,Consumer Services,Real Estate Investment Trusts,Urstadt Biddle Properties
4168,UBER,Uber Technologies Inc. Common Stock,$51.00,89952172998.0,13282786,Miscellaneous,Business Services,Uber Technologies
4169,UBFO,United Security Bancshares Common Stock,$7.05,119689535.0,27420,Finance,Major Banks,United Security Bancshares
4170,UBP,Urstadt Biddle Properties Inc. Common Stock,$11.99,480366215.0,11551,Consumer Services,Real Estate Investment Trusts,Urstadt Biddle Properties
4171,UBS,UBS Group AG Registered Ordinary Shares,$14.13,50697648494.0,1658728,Finance,Major Banks,Ubs Group Ag Registered
4172,UBSI,United Bankshares Inc. Common Stock,$32.40,4204300075.0,1002250,Finance,Major Banks,United Bankshares
4173,UBX,Unity Biotechnology Inc. Common Stock,$5.24,277265063.0,620580,Health Care,Major Pharmaceuticals,Unity Biotechnology
4174,UCBI,United Community Banks Inc. Common Stock,$28.44,2463479028.0,267643,Finance,Major Banks,United Community Banks
4175,UCL,uCloudlink Group Inc. American Depositary Shares,$10.54,296755703.0,38976,Consumer Services,Telecommunications Equipment,Ucloudlink Group
4176,UCTT,Ultra Clean Holdings Inc. Common Stock,$31.15,1261575000.0,329848,Technology,Semiconductors,Ultra Clean Holdings
4177,UDR,UDR Inc. Common Stock,$38.43,11316923968.0,1255543,Consumer Services,Real Estate Investment Trusts,Udr
4178,UE,Urban Edge Properties Common Shares of Beneficial Interest,$12.94,1510114964.0,468230,Finance,Real Estate,Urban Edge Properties Of Beneficial Interest
4179,UEIC,Universal Electronics Inc. Common Stock,$52.46,721308003.0,22686,Consumer Non-Durables,Consumer Electronics/Appliances,Universal Electronics
4180,UEPS,Net 1 UEPS Technologies Inc. Common Stock,$4.92,278662527.0,323264,Finance,Investment Bankers/Brokers/Service,Net 1 Ueps Technologies
4181,UFCS,United Fire Group Inc. Common Stock,$25.10,628283973.0,72147,Finance,Property-Casualty Insurers,United Fire Group
4182,UFI,Unifi Inc. New Common Stock,$17.74,327373002.0,139774,Consumer Non-Durables,Textiles,Unifi
4183,UFPI,UFP Industries Inc. Common Stock,$55.55,3398917630.0,435122,Basic Industries,Forest Products,Ufp Industries
